GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/learnables/cherry.git,Y,104,409,8896,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/learnables/cherry/graphs/contributors shows that there are multiple contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/learnables/cherry/blob/master/cherry/models/robotics.py and https://github.com/learnables/cherry/blob/master/cherry/models/tabular.py and https://github.com/learnables/cherry/blob/master/cherry/models/utils.py have appropriate docstrings",https://github.com/learnables/cherry/graphs/commit-activity shows there has been only 1 commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/learnables/cherry/issues/33 and https://github.com/learnables/cherry/issues/22",https://github.com/learnables/cherry/blob/master/LICENSE,There are many files related to testing,98.67559623970745,0,0,0,0,0,0,437,0,0,0,0,30,8,0,0,7,82,37,11,0,319,8,44,0
https://github.com/learnables/learn2learn.git,Y,811,262,11108,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/learnables/learn2learn/graphs/contributors shows that there are multiple contributors but mainly 2,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions inhttps://github.com/learnables/learn2learn/blob/master/learn2learn/optim/learnable_optimizer.py and https://github.com/learnables/learn2learn/blob/master/learn2learn/optim/parameter_update.py and https://github.com/learnables/learn2learn/blob/master/learn2learn/utils.py have appropriate docstrings",https://github.com/learnables/cherry/graphs/commit-activity shows there has been only 1 commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/learnables/learn2learn/issues/157 and https://github.com/learnables/learn2learn/issues/154",https://github.com/learnables/learn2learn/blob/master/LICENSE,There are many files related to testing,93.84190516443677,0,0,0,0,0,0,625,0,1,0,1,16,12,10,0,0,47,77,3,0,232,2,78,0
https://github.com/LiberAI/NSpM.git,Y,117,149,2921,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/tensorflow/nmt/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,The maintainers of the project does not reply to issues or close them.,https://github.com/LiberAI/NSpM/blob/master/LICENSE is provided.,There are files related to testing but everywhere,97.58890551271725,0,0,0,0,0,0,237,2,7,10,0,24,7,1,0,0,1,30,1,0,175,6,11,0
https://github.com/LoSealL/VideoSuperResolution.git,Y,870,439,18207,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/LoSealL/VideoSuperResolution/graphs/contributors shows that there are multiple contributors but mainly 1 person,The project uses Travis CI and azure pipeline,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/LoSealL/VideoSuperResolution/issues/112 and https://github.com/LoSealL/VideoSuperResolution/issues/100",https://github.com/LoSealL/VideoSuperResolution/blob/master/LICENSE is provided.,There are many files related to testing.,100.0,0,0,0,0,0,0,956,0,23,6,0,21,7,2,0,15,130,165,0,0,494,10,72,0
https://github.com/loujie0822/DeepIE.git,N,228,223,13006,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author,CI is not used on the project,There is a well-maintained README but Most of the functions in the source code are not documented.,https://github.com/loujie0822/DeepIE/graphs/commit-activity shows there has been 1 commits in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/loujie0822/DeepIE/issues/46 and https://github.com/loujie0822/DeepIE/issues/27",No license,there is no evidence of any testing done on the project.,100.0,0,0,0,0,0,0,2115,0,33,8,1,120,72,9,5,0,90,338,72,0,941,45,447,5
https://github.com/LPDI-EPFL/masif.git,N,125,432,9344,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/LPDI-EPFL/masif/graphs/contributors shows that there are multiple contributors but mainly 1 person,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/LPDI-EPFL/masif/issues/10 and https://github.com/LPDI-EPFL/masif/issues/7",https://github.com/LPDI-EPFL/masif/blob/master/LICENSE is provided.,There are files related to testing but everywhere,51.69602738246715,0,0,0,0,0,0,356,10,3,1,1,11,2,16,0,4,6,98,1,0,144,0,51,0
https://github.com/lucidrains/reformer-pytorch.git,Y,1002,209,1406,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/lucidrains/reformer-pytorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project,There is a well-maintained README but Most of the functions in the source code are not documented.,https://github.com/lsds/KungFu/graphs/commit-activity shows there has been activities in the past few months consistently,"The project maintainers respond to issues, as evidenced by https://github.com/lucidrains/reformer-pytorch/issues/107 and https://github.com/lucidrains/reformer-pytorch/issues/106",https://github.com/lucidrains/reformer-pytorch/blob/master/LICENSE,there is no evidence of any testing done on the project.,100.0,0,0,0,0,0,0,82,0,0,0,0,6,0,0,0,7,12,8,0,0,48,0,3,0
https://github.com/lufficc/SSD.git,N,833,117,2807,The source code of the project exists as ad-hoc scripts.,https://github.com/lufficc/SSD/graphs/contributors shows that there are multiple contributors,CI is not used on the project,There is a well-maintained README but Most of the functions in the source code are not documented.,https://github.com/lsds/KungFu/graphs/commit-activity shows there has been no activities in the past month,"The project maintainers respond to issues, as evidenced byhttps://github.com/lufficc/SSD/issues/150 and https://github.com/lufficc/SSD/issues/149",No license,One test file,100.0,0,0,0,0,0,0,129,0,6,0,0,13,3,0,0,3,9,14,6,0,111,2,23,0
https://github.com/lukemelas/EfficientNet-PyTorch.git,Y,4313,111,2682,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/lukemelas/EfficientNet-PyTorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/lukemelas/EfficientNet-PyTorch/blob/master/tf_to_pytorch/convert_tf_to_pt/load_tf_weights.py and https://github.com/lukemelas/EfficientNet-PyTorch/blob/master/efficientnet_pytorch/model.py and https://github.com/lukemelas/EfficientNet-PyTorch/blob/master/efficientnet_pytorch/utils.py have appropriate docstrings",https://github.com/l3p-cv/lost/graphs/commit-activity shows there has been activities in the past few months with 3 commits in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/lukemelas/EfficientNet-PyTorch/issues/195 and https://github.com/lukemelas/EfficientNet-PyTorch/issues/190",https://github.com/lukemelas/EfficientNet-PyTorch/blob/master/LICENSE,One test file,97.97360503628045,0,0,0,0,0,0,100,0,4,0,0,15,2,0,0,1,0,14,0,0,116,4,15,0
https://github.com/lululxvi/deepxde.git,Y,196,321,6320,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/lululxvi/deepxde/graphs/contributors shows that there are only 2 contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/lululxvi/deepxde/blob/master/deepxde/fractional.py and https://github.com/lululxvi/deepxde/blob/master/deepxde/boundary_conditions.py have appropriate docstrings",https://github.com/lululxvi/deepxde/graphs/commit-activity shows there has been activities in the past few months consistently,"The project maintainers respond to issues, as evidenced by https://github.com/lululxvi/deepxde/issues/78 and https://github.com/lululxvi/deepxde/issues/75",https://github.com/lululxvi/deepxde/blob/master/LICENSE,there is no evidence of any testing done on the project.,99.91704231870148,0,0,0,0,0,0,457,10,7,0,0,21,9,1,0,21,28,129,4,0,322,2,27,0
https://github.com/Lyken17/pytorch-OpCounter.git,N,1785,107,523,The source code of the project exists as ad-hoc scripts.,https://github.com/Lyken17/pytorch-OpCounter/graphs/contributors shows that there are multiple contributors but mainly 1 person,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/Lyken17/pytorch-OpCounter/issues/57 and https://github.com/Lyken17/pytorch-OpCounter/issues/71",https://github.com/Lyken17/pytorch-OpCounter/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,99.79332397441895,0,0,0,0,0,0,81,0,1,0,0,1,0,0,0,0,4,0,0,0,33,0,4,0
https://github.com/magenta/ddsp.git,Y,1352,212,8726,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/magenta/ddsp/graphs/contributors shows there are multiple contributors,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/magenta/ddsp/blob/master/ddsp/effects.py and https://github.com/magenta/ddsp/blob/master/ddsp/losses.py and https://github.com/magenta/ddsp/blob/master/ddsp/processors.py have appropriate docstrings",https://github.com/magenta/ddsp/graphs/commit-activity shows there have been activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/magenta/ddsp/issues/147 and https://github.com/magenta/ddsp/issues/145",https://github.com/magenta/ddsp/blob/master/LICENSE,There are many files related to testing,77.24831680977098,0,0,0,0,0,0,540,0,1,2,0,9,3,0,0,0,18,49,17,0,251,2,33,0
https://github.com/magenta/magenta.git,Y,15216,1337,44391,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/magenta/magenta/graphs/contributors shows there are multiple contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/magenta/magenta/blob/master/magenta/models/melody_rnn/melody_rnn_config_flags.py and https://github.com/magenta/magenta/blob/master/magenta/models/melody_rnn/melody_rnn_pipeline.py and https://github.com/magenta/magenta/blob/master/magenta/models/nsynth/reader.py have appropriate docstrings",https://github.com/magenta/magenta/graphs/commit-activity shows there have been activities in the past few months consistently,"The project maintainers respond to issues, as evidenced by https://github.com/magenta/magenta/issues/1759 and https://github.com/magenta/magenta/issues/1757",https://github.com/magenta/magenta/blob/master/LICENSE,there is no evidence of any testing done on the project.,99.16692724514968,0,0,0,0,0,0,1799,15,22,6,2,107,41,1,2,6,85,401,23,0,1257,24,197,1
https://github.com/MAIF/melusine.git,Y,171,320,4435,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/MAIF/melusine/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/MAIF/melusine/issues/1 and https://github.com/MAIF/melusine/issues/5 however there are only 4 issues raised in total",https://github.com/MAIF/melusine/blob/master/LICENSE is provided.,There are many files related to testing.,99.33236953895204,0,0,0,0,0,0,127,0,0,1,0,1,1,0,0,0,2,33,6,0,127,0,24,0
https://github.com/mangaki/mangaki.git,Y,108,1026,10090,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/mangaki/mangaki/graphs/contributors shows that there are multiple contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/mangaki/mangaki/blob/master/mangaki/mangaki/models.py and https://github.com/mangaki/mangaki/blob/master/mangaki/mangaki/settings.py and https://github.com/mangaki/mangaki/blob/master/mangaki/mangaki/views.py have appropriate docstrings",https://github.com/mangaki/mangaki/graphs/commit-activity shows there have been a few activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/mangaki/mangaki/issues/680 and https://github.com/mangaki/mangaki/issues/672",https://github.com/mangaki/mangaki/blob/master/LICENSE,There are many files related to testing,56.07567685071342,0,0,0,0,0,0,271,0,17,5,0,24,7,1,0,1,17,68,27,4,253,2,56,2
